account_length,international_plan,voice_mail_plan,number_vmail_messages,customer_service_calls,churn,total_charge,total_minutes,total_calls
123,0,0,0,0,False,66.39,702.2,293
58,0,1,20,1,False,64.45,654.3,293
74,0,0,0,2,True,64.77,691.0999999999999,318
125,0,0,0,2,False,49.98,584.4000000000001,322
80,0,0,0,1,False,61.370000000000005,653.4000000000001,301
53,0,1,18,0,False,61.29,642.7,328
99,0,1,28,1,False,66.80999999999999,646.6999999999999,311
99,0,0,0,1,False,46.44,485.59999999999997,300
66,0,1,29,2,False,73.46,726.3,308
97,0,0,0,3,False,58.75,527.7,282
75,0,1,37,2,False,57.97,652.8999999999999,309
85,1,0,0,2,False,60.309999999999995,554.9,295
108,0,0,0,2,False,72.64,607.5,282
133,1,1,32,2,True,71.86999999999999,670.3,348
51,0,0,0,1,False,58.8,575.8999999999999,316
186,0,1,26,2,False,44.95,562.4000000000001,316
44,1,0,0,1,False,43.13,486.8,285
64,0,1,31,3,False,69.93,653.2,322
44,0,0,0,2,True,77.54,794.3000000000001,282
114,0,1,36,1,False,81.80000000000001,707.9000000000001,286
92,0,0,0,3,False,67.09,659.9000000000001,279
110,0,0,0,2,False,50.22999999999999,481.5,328
90,0,1,30,1,False,59.33,565.3000000000001,298
72,0,1,21,1,False,73.1,725.4000000000001,317
113,0,0,0,1,True,78.19,810.1,382
171,0,1,25,3,False,63.05,567.4000000000001,288
104,0,0,0,1,False,51.61000000000001,499.2,324
165,0,0,0,1,False,58.8,665.5,263
104,0,0,0,0,True,75.65,720.9999999999999,305
110,0,0,0,1,False,35.18,430.9,339
90,1,0,0,1,False,67.01,649.8000000000001,389
114,0,0,0,1,False,43.91,415.2,303
101,0,0,0,5,True,48.66,533.4,301
117,0,1,14,1,False,40.089999999999996,430.4,288
109,0,0,0,2,False,72.89,688.6999999999999,306
82,0,0,0,1,False,50.739999999999995,529.3,338
92,0,0,0,2,False,49.81999999999999,486.50000000000006,318
82,0,1,29,2,False,67.00999999999999,640.0999999999999,345
90,0,0,0,2,False,64.25,649.8,331
87,0,1,28,1,False,49.94,553.9,301
124,0,0,0,3,False,49.18000000000001,491.20000000000005,251
39,0,0,0,2,False,49.04,507.40000000000003,282
84,0,0,0,1,False,52.16,506.8,314
75,0,1,46,0,False,67.07000000000001,671.0,305
102,0,0,0,2,False,48.480000000000004,528.2,310
62,1,0,0,0,True,53.16,492.69999999999993,273
143,0,0,0,1,False,56.29,517.1,288
53,0,0,0,3,False,46.470000000000006,578.9,360
30,0,0,0,1,False,58.739999999999995,576.1999999999999,362
112,0,0,0,2,True,90.46000000000001,825.7,326
129,0,0,0,0,False,57.67,571.3000000000001,329
63,0,1,29,1,False,46.86,507.70000000000005,262
28,0,0,0,0,False,65.32000000000001,655.8000000000001,309
111,0,0,0,3,False,56.77,579.6,257
91,0,0,0,3,False,67.44999999999999,663.1999999999999,362
90,0,0,0,1,False,62.93,659.6,225
151,0,0,0,4,False,57.32,593.2,373
105,1,1,29,1,True,68.15,642.1,298
41,0,1,37,2,False,70.11,658.1,326
48,0,1,43,1,False,58.91,613.3,276
166,1,1,35,2,False,60.949999999999996,710.3999999999999,388
79,0,0,0,3,False,59.41,629.9,386
153,0,0,0,1,False,55.92,504.40000000000003,306
110,1,0,0,0,True,81.81,763.2,264
163,0,0,0,1,False,64.53999999999999,666.4,301
126,0,0,0,1,False,43.21,434.70000000000005,308
105,0,1,33,2,False,56.42,488.1,342
172,0,0,0,3,False,62.94,633.7,308
126,0,0,0,0,False,58.78,636.3000000000001,315
97,0,0,0,3,False,54.019999999999996,529.3,304
95,1,1,37,0,True,63.519999999999996,614.7,292
87,0,0,0,4,False,70.42999999999999,673.6999999999999,289
97,0,0,0,1,False,46.26,489.0,309
76,0,0,0,0,True,83.37,750.6000000000001,355
140,0,0,0,0,False,61.53,604.7,303
169,0,0,0,0,False,47.97,533.9,278
68,0,1,22,3,False,48.07,557.1999999999999,309
122,0,1,34,2,False,46.62,471.70000000000005,302
36,0,0,0,2,False,66.03,719.5999999999999,324
120,0,1,27,5,False,56.88,614.2,258
121,0,0,0,1,False,52.48,526.2,369
64,0,1,19,0,False,54.17,552.5,319
13,0,1,31,1,False,72.80000000000001,685.1,307
106,0,0,0,0,False,45.81,484.6,312
88,0,0,0,2,False,53.620000000000005,549.1,299
74,0,0,0,1,False,57.0,582.0999999999999,331
83,0,0,0,0,False,62.14,597.1,280
49,0,0,0,0,False,73.88,734.3000000000001,307
111,0,1,24,1,False,67.08,654.7,312
50,0,1,22,3,False,67.53999999999999,597.7,361
153,0,1,28,0,False,71.24,649.1999999999999,223
88,0,0,0,1,False,52.52,482.70000000000005,348
131,0,1,39,0,False,27.54,284.3,356
79,0,0,0,3,True,75.56,735.0,231
140,0,0,0,2,False,69.64999999999999,607.3,326
105,0,0,0,1,False,64.36,607.5,251
54,0,1,39,3,False,57.47,543.1,336
87,0,1,22,3,False,65.3,583.8000000000001,292
96,0,1,31,1,False,58.739999999999995,569.5,330
79,0,0,0,5,True,56.25,592.6,273
55,0,0,0,0,False,59.14,636.1999999999999,324
130,0,0,0,2,False,58.88999999999999,497.00000000000006,306
34,0,0,0,0,False,47.910000000000004,478.9,296
139,0,0,0,1,False,45.77,445.8,268
109,0,0,0,1,True,82.38,776.6,284
65,0,1,31,1,False,74.3,671.8,256
63,0,0,0,0,False,71.07999999999998,720.3999999999999,233
152,0,0,0,3,False,50.08,412.69999999999993,306
147,0,0,0,1,False,62.01,620.4,311
112,0,1,22,2,False,64.6,681.8,378
120,0,0,0,2,False,65.03,563.6,323
27,0,0,0,0,False,51.66,457.8,333
171,0,0,0,1,False,67.96999999999998,639.0999999999999,334
101,0,1,33,0,False,63.5,609.6,324
32,0,1,26,1,False,79.07000000000001,728.0999999999999,318
3,0,1,36,2,False,46.8,455.4,337
151,0,0,0,0,False,52.47,491.6,286
60,0,0,0,3,False,54.95,596.4000000000001,243
119,0,0,0,1,False,60.4,613.6,263
43,0,0,0,1,False,65.63,642.0,329
42,0,0,0,0,False,60.61,520.5,343
84,0,0,0,1,False,64.83,580.8,291
65,0,0,0,0,False,59.05,564.0,328
75,1,0,0,1,True,77.32,766.1,302
116,0,0,0,1,False,61.14999999999999,598.2,293
107,0,0,0,0,False,48.419999999999995,546.9,269
189,0,1,38,3,False,65.05,541.6,308
123,0,0,0,1,False,58.46,609.6,334
110,0,0,0,3,False,49.05,548.9,248
63,0,1,32,1,False,33.86,457.30000000000007,334
176,0,0,0,3,False,65.84,602.1,289
108,0,0,0,1,False,61.96999999999999,616.0,342
13,0,1,21,3,False,86.38,796.7,302
71,0,0,0,1,False,66.29999999999998,544.4000000000001,328
88,0,0,0,2,False,63.61,636.5,326
137,0,0,0,1,False,51.92999999999999,522.9000000000001,319
82,0,0,0,4,False,65.27000000000001,660.1,281
92,0,1,29,3,False,56.06999999999999,606.8,336
165,0,0,0,6,False,60.48,622.5,302
96,0,0,0,1,False,38.6,434.9,330
156,0,0,0,1,False,55.2,533.9000000000001,271
63,0,0,0,0,False,60.4,638.6,255
37,0,0,0,0,False,66.92,707.5,274
98,0,0,0,0,False,64.49,606.1,288
121,0,0,0,0,False,38.94,410.2,308
94,0,0,0,0,False,45.06999999999999,434.4,319
99,0,0,0,1,False,61.2,612.8000000000001,329
163,0,1,23,1,False,56.46,589.6999999999999,293
161,0,0,0,3,False,64.59,615.3,294
99,0,0,0,1,False,40.23,471.29999999999995,271
108,0,0,0,1,False,62.97,608.9,267
84,0,1,42,3,False,60.89,657.2,294
83,1,1,32,2,False,41.099999999999994,460.1,324
139,0,0,0,2,False,59.019999999999996,563.2,259
69,0,0,0,3,False,66.7,684.4,301
129,0,0,0,4,False,62.38999999999999,665.5,306
106,0,0,0,2,False,36.58,425.4,283
158,0,0,0,2,False,66.48,643.3,337
168,0,1,22,2,False,57.71,569.4,261
115,1,0,0,1,True,74.05,659.3999999999999,326
57,1,1,30,2,False,71.63999999999999,709.9,344
67,0,0,0,1,False,64.48,616.8,291
127,0,0,0,1,False,56.22,545.5,353
78,0,0,0,2,False,63.58,653.0,291
100,0,1,38,0,False,56.94,590.9,270
103,0,1,36,6,True,39.65,434.09999999999997,287
113,0,0,0,1,False,61.480000000000004,527.9,341
78,0,0,0,3,False,56.64,595.7,305
129,0,1,36,1,False,62.0,602.6999999999999,309
57,0,0,0,2,False,56.04,593.1,314
82,0,0,0,1,False,54.0,609.8999999999999,315
64,0,0,0,1,False,66.81,645.4000000000001,324
86,0,1,39,2,False,73.01,643.0,329
151,0,1,26,0,False,61.949999999999996,607.5,338
94,0,0,0,3,True,76.4,706.9,264
90,0,0,0,2,False,72.41999999999999,734.0,329
48,0,0,0,2,False,73.21,638.2,296
85,0,1,37,2,False,62.39,583.3,297
93,1,1,20,1,False,57.470000000000006,544.7,335
169,1,0,0,3,False,40.8,538.0,285
68,0,0,0,5,True,52.24999999999999,517.8,268
91,1,0,0,2,True,54.169999999999995,561.2,345
68,0,0,0,1,False,60.13,622.0,295
101,0,0,0,1,False,61.70000000000001,611.8999999999999,294
67,0,1,20,1,False,65.11,591.3,215
66,0,0,0,0,False,38.4,453.70000000000005,317
116,0,1,17,5,False,67.57,693.5,344
158,0,0,0,1,False,59.84,571.3,302
78,0,0,0,1,False,64.72999999999999,645.7,301
119,0,1,26,1,False,56.89,560.6,307
120,0,0,0,1,False,47.93,508.9,338
155,0,0,0,1,False,60.339999999999996,614.9,342
106,0,0,0,1,False,68.31,621.2,333
87,1,0,0,1,False,54.27,509.9,332
146,0,1,32,3,False,50.830000000000005,495.9,282
101,0,1,29,0,False,50.04,559.3000000000001,297
22,0,1,23,3,False,54.18,488.2,259
90,0,0,0,2,False,40.489999999999995,417.9,322
41,0,0,0,1,False,60.05,595.1,318
69,0,0,0,2,False,56.69,522.2,275
33,0,0,0,2,False,66.08,612.2,292
112,0,0,0,1,False,52.220000000000006,556.8000000000001,302
108,0,1,30,2,False,76.39000000000001,684.4,313
136,0,1,21,2,False,62.89,690.7,309
128,0,0,0,1,False,66.88000000000001,674.6,252
27,0,0,0,2,False,62.34000000000001,582.6,322
161,1,0,0,1,False,63.60999999999999,642.8,338
33,0,1,35,0,False,72.3,780.6,301
120,0,1,31,0,False,58.48,621.4,259
113,0,0,0,2,False,59.09,563.4,322
122,1,0,0,0,True,71.1,667.5,290
148,0,1,26,2,False,66.38,614.1,383
74,0,0,0,3,False,67.93,621.4000000000001,274
106,0,0,0,1,False,62.56999999999999,593.1999999999999,305
179,0,0,0,1,False,58.510000000000005,589.6999999999999,273
149,1,1,28,5,True,44.67,447.8,279
77,0,0,0,0,False,61.93,619.8000000000001,305
127,1,0,0,1,True,54.620000000000005,534.7,350
80,0,0,0,1,False,57.43,598.9,300
106,0,0,0,1,False,57.550000000000004,579.5,261
61,0,1,20,0,False,71.14,678.0,324
135,1,1,24,2,False,52.1,582.8,247
115,0,1,26,6,False,61.28,627.0,260
167,1,0,0,2,False,68.23,641.0,295
107,1,0,0,2,False,72.00999999999999,622.1,248
112,1,0,0,1,False,53.519999999999996,507.5,390
35,0,1,27,1,False,68.7,681.9999999999999,260
103,1,0,0,3,False,40.309999999999995,522.8,272
107,0,1,22,1,False,73.78999999999999,675.4000000000001,350
69,0,0,0,3,False,70.51,645.2,215
85,0,0,0,0,False,64.27,616.0,264
24,0,0,0,2,True,74.11,668.0000000000001,299
90,0,0,0,2,False,55.75,478.2,294
137,0,0,0,3,False,48.230000000000004,513.7,257
92,1,1,45,0,False,70.89,580.9,270
38,0,0,0,2,False,59.099999999999994,605.2,242
69,1,1,33,1,True,77.34999999999998,698.5,287
45,0,0,0,2,False,51.02,580.8,337
73,0,0,0,1,False,63.83,609.6,318
92,0,0,0,1,False,66.45,636.0,298
113,0,1,32,1,False,51.45,485.1,339
68,1,0,0,1,True,56.75,580.9,379
135,0,1,22,2,False,65.56,605.8000000000001,348
100,0,1,26,1,False,51.74,520.9,370
96,0,1,27,1,False,74.32000000000001,672.9,296
108,0,0,0,1,False,69.69,638.1,336
84,0,0,0,0,False,72.46000000000001,763.6,290
134,0,0,0,1,False,73.47,765.5,264
72,0,0,0,0,False,73.79,692.9,244
83,0,0,0,0,False,57.94,512.3,284
137,0,0,0,0,False,51.83,477.40000000000003,344
56,0,1,30,1,False,48.27,505.9,319
61,1,1,16,0,False,54.71999999999999,545.0999999999999,232
171,0,1,17,1,False,62.78,633.5999999999999,299
123,0,0,0,1,False,63.4,594.4,344
58,0,0,0,0,False,59.7,530.0,348
156,0,0,0,1,False,41.85,429.20000000000005,262
166,0,0,0,0,False,65.77,656.3999999999999,304
75,0,1,41,1,False,50.62,518.4,297
75,0,0,0,2,True,82.28,775.2,291
83,0,0,0,1,False,69.17999999999999,659.1999999999999,298
243,0,0,0,2,False,43.82,530.0,279
153,0,0,0,1,False,62.53,614.5,327
150,0,0,0,1,False,56.2,596.8000000000001,334
92,0,1,16,2,False,49.53,458.2,332
80,0,0,0,0,False,33.79,352.4,290
134,0,0,0,1,False,57.14,580.1,283
77,0,1,24,1,False,46.49999999999999,457.70000000000005,236
147,0,0,0,2,False,56.629999999999995,502.59999999999997,308
74,0,0,0,1,False,58.580000000000005,577.6,315
138,1,0,0,1,False,58.129999999999995,580.8000000000001,315
143,0,0,0,0,False,58.03,642.0,357
64,0,0,0,2,False,61.330000000000005,641.8,350
120,0,0,0,2,False,61.42,558.5999999999999,213
121,1,0,0,3,True,50.949999999999996,516.1,331
88,0,0,0,2,False,66.75999999999999,670.1999999999999,280
87,0,0,0,2,True,83.14,722.6999999999999,331
100,0,0,0,0,False,64.06,580.4,321
104,0,0,0,3,False,35.54,427.7,287
27,0,0,0,1,False,35.72,357.0,266
81,0,1,31,0,False,65.15,614.3,321
64,1,1,33,0,False,48.79,545.6,319
107,0,1,28,1,False,73.59,744.1999999999999,348
88,0,1,17,1,False,69.02,646.0000000000001,269
111,0,0,0,3,False,52.44,604.1,348
77,0,0,0,5,False,63.43,560.3,312
67,1,0,0,2,False,47.89,462.4,287
102,0,0,0,1,False,61.010000000000005,537.5,308
146,0,1,19,1,False,57.489999999999995,569.4,258
144,0,1,51,1,False,76.11,682.2,296
96,0,0,0,1,True,63.010000000000005,677.4,335
70,0,1,31,1,False,52.24,585.3,282
149,0,0,0,0,False,68.53,646.5,306
129,0,0,0,2,False,63.71999999999999,583.7,300
166,0,0,0,0,False,65.14,584.1999999999999,343
136,1,0,0,3,True,58.129999999999995,494.4,273
149,0,0,0,3,False,73.06,727.7,267
70,0,0,0,3,False,56.71,638.4,305
120,0,1,24,2,False,70.92,707.7,308
66,0,0,0,2,False,68.99,630.0,383
104,0,0,0,1,False,54.58,532.1,345
160,0,0,0,1,False,60.97,645.3,304
129,0,1,37,1,False,60.39,567.1,286
93,0,0,0,3,True,79.36999999999999,764.8999999999999,281
169,0,0,0,2,False,58.31,592.9,339
58,0,0,0,1,False,55.55,570.3,361
75,0,1,38,3,False,59.38,669.1999999999999,363
45,0,0,0,1,False,61.419999999999995,590.4999999999999,303
155,0,0,0,3,False,49.74,438.2,323
52,0,0,0,4,False,59.86000000000001,545.6,324
119,0,1,27,0,False,69.81,645.9,344
86,0,0,0,1,False,48.830000000000005,514.4000000000001,263
42,0,0,0,0,False,61.44,585.0,324
127,1,0,0,2,False,61.81,647.6999999999999,341
123,0,0,0,0,False,54.870000000000005,629.5,338
98,0,0,0,4,True,78.13,757.6,345
149,0,1,43,1,False,63.79,633.6999999999999,284
160,0,0,0,1,False,64.77000000000001,719.7,304
103,0,0,0,5,False,58.5,558.6999999999999,318
132,0,1,15,1,False,56.309999999999995,557.9,328
137,0,0,0,1,False,57.57000000000001,601.6,311
129,1,0,0,1,False,69.44,589.1999999999999,313
62,0,0,0,1,False,64.93,519.5,248
122,0,1,33,4,False,75.61,672.9,318
32,0,0,0,1,False,56.78,570.3,255
86,0,0,0,3,False,53.160000000000004,623.0,329
130,0,0,0,1,False,59.47,575.2,367
42,0,0,0,1,False,50.81,455.20000000000005,326
73,0,0,0,2,False,66.49,567.1,274
66,0,1,26,2,False,74.05,694.3000000000001,341
103,0,1,31,0,False,45.599999999999994,501.7,329
128,0,0,0,1,False,63.71,701.2,250
104,0,0,0,2,False,63.29,657.8,306
103,0,0,0,0,False,48.77,432.59999999999997,331
124,0,0,0,0,False,61.5,603.4,299
87,0,0,0,1,False,43.33,483.09999999999997,342
109,0,1,27,1,True,59.370000000000005,597.7,278
167,1,0,0,2,False,57.63,493.0,309
97,0,0,0,4,True,46.910000000000004,496.6,263
106,0,0,0,2,False,56.67,571.0,315
125,0,0,0,2,False,47.93,502.79999999999995,363
108,0,1,35,0,False,66.73,627.4,327
125,0,0,0,1,False,55.68000000000001,621.8,337
89,0,1,32,1,False,69.35,692.6000000000001,316
72,1,1,29,0,False,46.96,504.5,299
23,0,0,0,2,True,85.46,725.6,383
149,0,0,0,7,False,58.5,601.9000000000001,305
73,0,0,0,0,False,61.84,574.8,288
61,0,0,0,1,True,75.08000000000001,714.2,323
161,0,0,0,4,True,51.489999999999995,481.0,311
73,0,0,0,0,False,62.040000000000006,551.5,291
118,0,1,24,1,False,45.010000000000005,490.09999999999997,230
23,0,0,0,6,False,60.41,591.4000000000001,274
127,0,1,25,0,False,41.150000000000006,515.5,314
42,0,1,32,0,False,53.72,540.1,314
118,0,0,0,5,True,85.7,807.2,368
45,0,0,0,2,False,47.60000000000001,453.80000000000007,273
50,0,1,24,1,False,77.98,827.2,318
179,0,0,0,0,True,88.13000000000001,851.8,353
152,0,0,0,2,False,40.2,448.8,336
105,0,0,0,2,False,55.24,625.8000000000001,317
72,0,0,0,0,False,43.93000000000001,528.9,283
52,0,0,0,1,False,71.98000000000002,780.9000000000001,307
125,0,0,0,1,False,57.059999999999995,533.6,324
143,0,0,0,1,False,43.06999999999999,455.0,268
65,0,0,0,1,False,47.83,537.1999999999999,238
80,0,0,0,1,False,71.78000000000002,755.8,283
1,0,0,0,1,False,47.74999999999999,489.8,255
60,0,0,0,1,False,51.83,553.1999999999999,326
43,0,0,0,1,False,32.92,371.90000000000003,318
143,0,0,0,0,False,56.42999999999999,508.79999999999995,303
81,0,1,24,0,False,48.129999999999995,476.8,306
205,0,1,24,2,False,53.31,519.3,306
24,0,0,0,1,False,64.88999999999999,608.2,326
74,0,0,0,0,False,57.26,640.3999999999999,329
77,0,0,0,1,False,42.02,511.9,293
74,0,0,0,1,False,69.89,671.7,312
74,1,0,0,1,True,52.18,555.0,346
200,0,0,0,1,False,44.120000000000005,450.2,317
86,0,0,0,4,False,72.44000000000001,717.9,290
91,0,1,37,0,False,62.43,682.8000000000001,320
76,0,0,0,2,False,60.8,562.8000000000001,294
130,0,0,0,1,False,52.62,594.5999999999999,288
56,0,0,0,2,False,47.47,582.9999999999999,302
117,0,0,0,0,False,62.629999999999995,630.5,354
63,0,0,0,2,False,62.64,677.5,286
126,0,0,0,0,False,61.51,581.8,314
132,0,0,0,1,False,65.85,683.4,324
81,0,1,28,4,True,55.919999999999995,560.8000000000001,361
122,0,0,0,2,False,56.56,570.2,291
46,0,0,0,2,True,78.77000000000001,736.3,270
150,0,1,28,1,False,56.129999999999995,556.9,289
99,0,0,0,1,False,54.14,579.1999999999999,321
87,0,0,0,1,False,70.01,644.0999999999999,295
108,0,0,0,1,False,47.9,523.4,324
101,0,0,0,4,False,58.0,595.7,257
53,0,0,0,3,False,58.129999999999995,525.8000000000001,325
132,0,1,39,2,False,58.25,597.0,308
158,0,0,0,2,False,57.830000000000005,609.7,359
114,0,1,34,0,False,57.230000000000004,594.5999999999999,359
77,0,1,23,2,False,62.43,605.9,250
144,1,0,0,0,False,60.919999999999995,635.9,278
91,0,1,23,3,False,67.21,621.1999999999999,316
58,0,0,0,2,False,50.13,487.70000000000005,310
5,0,0,0,3,False,63.0,613.8,206
97,0,0,0,0,False,72.14,693.0,245
107,0,0,0,3,False,60.79,589.7,296
142,0,1,30,1,False,55.339999999999996,600.5999999999999,260
9,0,1,31,1,False,62.36,600.8999999999999,332
73,0,0,0,0,False,59.709999999999994,558.1,324
48,0,1,22,2,True,63.92000000000001,689.7,308
43,0,0,0,0,False,63.26,554.5,371
122,0,1,33,1,True,61.88999999999999,601.2,327
93,0,0,0,0,False,62.85,591.1999999999999,228
85,0,0,0,1,False,62.1,632.4,296
59,0,0,0,3,False,62.35,690.5,262
87,0,0,0,1,False,62.86,557.5999999999999,282
137,0,0,0,0,False,49.0,466.00000000000006,285
21,0,1,31,6,False,56.77,595.5,270
129,0,0,0,0,True,84.56,727.8,311
104,0,0,0,0,False,48.76,539.4,263
93,0,1,21,4,True,48.209999999999994,495.09999999999997,325
63,0,0,0,4,True,83.52000000000001,781.6,338
161,0,0,0,0,False,48.35000000000001,551.6,323
50,0,0,0,3,False,59.4,556.2,330
103,0,1,24,1,False,53.31,626.6,272
84,0,1,33,1,False,52.89,535.3,333
92,0,0,0,1,False,67.59,667.3,332
77,0,0,0,1,False,61.74000000000001,655.0,306
64,1,0,0,1,True,96.15,884.9999999999999,245
159,0,1,15,1,False,43.68,466.20000000000005,394
110,1,1,27,1,True,78.17,717.6,285
138,0,0,0,3,False,53.620000000000005,528.1,364
178,0,0,0,1,False,73.05,623.6,341
38,0,1,31,0,False,69.26,749.9,294
50,0,1,35,2,False,56.09000000000001,551.9,301
45,0,1,26,1,False,33.32,313.3,331
70,0,0,0,0,False,47.620000000000005,533.4,303
147,0,1,33,3,False,75.07,709.4,310
94,0,0,0,1,False,53.88999999999999,495.09999999999997,305
179,0,0,0,0,False,48.21,511.4,308
116,0,0,0,2,False,65.02,592.8,265
59,0,0,0,0,False,62.14,602.4000000000001,287
165,0,0,0,0,False,53.900000000000006,434.9,297
133,0,0,0,2,True,75.28999999999999,635.8,362
140,0,0,0,1,False,49.550000000000004,561.9,303
93,0,1,32,2,False,50.290000000000006,551.0999999999999,281
52,0,1,38,0,False,57.93000000000001,575.4000000000001,274
64,0,1,27,1,False,56.519999999999996,507.6,320
12,1,0,0,2,False,59.29,563.0,357
48,0,0,0,2,False,67.6,649.5999999999999,294
181,0,0,0,1,False,52.65,568.1,251
168,0,1,42,2,False,44.779999999999994,486.29999999999995,281
155,0,0,0,3,False,55.72,528.9,328
105,0,0,0,0,False,72.31,675.4,339
11,0,0,0,2,False,60.330000000000005,636.5,286
182,0,0,0,2,False,48.480000000000004,569.5999999999999,327
104,0,0,0,1,False,56.52,585.0,246
102,0,0,0,0,False,43.410000000000004,513.0,356
122,0,0,0,0,False,69.83,663.6,309
41,0,0,0,1,False,48.43,499.0,338
132,0,0,0,2,False,61.18,606.1999999999999,336
76,0,0,0,1,True,75.11999999999999,675.6999999999999,323
13,0,0,0,1,False,50.309999999999995,522.9,265
115,0,1,33,2,False,55.91,596.0,370
67,0,0,0,1,False,50.010000000000005,454.2,243
154,0,0,0,0,False,52.0,518.4000000000001,290
100,0,0,0,2,False,48.46,468.09999999999997,300
146,1,0,0,1,False,57.61000000000001,621.3000000000001,289
148,0,1,11,1,False,82.30999999999999,812.3,317
67,0,1,28,2,False,50.78,555.8,283
161,1,0,0,1,True,69.16,711.4,341
70,0,0,0,1,False,66.29,662.2,349
116,0,0,0,0,False,68.61999999999999,675.9,312
99,0,1,42,2,True,68.68,673.0999999999999,333
87,0,0,0,1,False,48.44,490.90000000000003,285
87,0,0,0,1,False,63.660000000000004,589.5,274
70,0,0,0,2,False,62.5,594.3000000000001,337
131,0,0,0,2,False,45.96,502.3,298
119,0,0,0,2,False,60.65,577.2,299
119,0,1,32,3,False,52.87,533.8,307
87,1,0,0,0,False,47.519999999999996,482.99999999999994,258
112,0,0,0,5,True,39.13,386.80000000000007,317
75,0,0,0,2,False,53.49,606.2,286
150,0,0,0,4,False,64.18,658.1000000000001,304
161,0,1,38,0,False,71.63999999999999,664.4000000000001,332
91,1,1,24,0,False,44.99,527.4999999999999,376
124,0,0,0,3,False,55.73,559.3,293
94,1,0,0,4,False,60.05,492.3,300
217,0,0,0,4,False,59.79999999999999,651.1,353
158,0,0,0,0,False,70.37,702.8000000000001,317
102,0,0,0,0,False,58.910000000000004,635.6,281
85,0,0,0,0,False,64.93,611.7,329
79,0,0,0,1,False,52.28,564.3,290
139,0,1,25,2,False,43.23,470.1,276
103,0,0,0,0,False,72.44,667.5,301
98,1,0,0,1,False,33.64,446.2,254
78,0,0,0,2,False,57.49999999999999,605.4000000000001,305
50,0,0,0,1,False,47.66,453.49999999999994,327
161,0,0,0,1,False,51.22,470.70000000000005,275
67,0,0,0,0,False,53.540000000000006,508.5,345
86,0,1,38,1,False,42.099999999999994,408.4,384
92,0,0,0,0,False,58.029999999999994,491.9,304
174,0,0,0,1,False,63.809999999999995,542.0999999999999,315
124,0,0,0,1,False,52.35000000000001,470.90000000000003,303
132,0,1,31,1,False,61.11,603.2,291
190,0,1,26,1,False,42.790000000000006,447.6,265
101,0,0,0,1,False,42.44,495.59999999999997,349
185,1,1,30,2,False,51.4,544.1,328
68,0,1,29,0,False,68.26,621.0,263
117,0,1,25,0,False,71.02,719.8,325
118,0,0,0,1,False,60.76,610.8000000000001,289
124,0,0,0,0,False,55.99,520.5,382
22,0,0,0,1,False,57.870000000000005,583.9,315
75,0,0,0,1,False,53.11,537.1999999999999,339
134,0,0,0,1,False,64.75,629.9,393
164,0,1,25,1,False,56.24,435.00000000000006,253
44,0,0,0,1,False,50.529999999999994,536.4,272
177,0,0,0,2,False,67.39999999999999,632.7,287
110,0,0,0,0,False,57.98,573.9,277
53,0,1,27,1,False,33.97,467.0,286
108,0,0,0,4,True,51.010000000000005,528.3,288
80,0,0,0,0,True,82.8,713.8,339
158,0,0,0,1,False,66.14999999999999,649.4000000000001,290
114,0,0,0,0,False,57.36,587.0,284
64,0,1,19,1,False,80.65,744.4,342
88,0,0,0,3,False,65.93,614.8999999999999,266
82,1,0,0,3,False,64.89,610.0,280
111,0,0,0,3,False,71.88,643.5999999999999,315
60,0,0,0,2,False,70.05,596.0999999999999,322
113,0,0,0,3,False,56.44,632.6999999999999,308
109,0,0,0,1,False,68.75999999999999,700.2,367
105,0,1,42,0,False,50.629999999999995,579.5,255
85,0,0,0,2,False,62.629999999999995,573.7,323
131,0,0,0,0,False,53.160000000000004,526.6999999999999,253
59,0,0,0,2,False,56.85,538.8000000000001,293
148,0,0,0,1,False,55.96,530.2,300
210,0,0,0,2,False,43.73,515.7,267
115,0,0,0,0,False,67.49,641.3000000000001,296
106,0,0,0,1,False,72.39,639.8,267
93,0,0,0,1,False,52.95,610.4000000000001,325
57,0,1,29,1,False,81.38,767.7,326
98,0,0,0,1,False,58.010000000000005,569.6999999999999,348
157,0,0,0,3,False,68.45000000000002,595.8000000000001,297
116,0,1,35,1,False,69.15,696.0,297
30,0,0,0,2,False,58.89,595.5,311
111,0,0,0,4,True,51.269999999999996,503.9,270
52,0,0,0,0,False,58.51,596.8000000000001,297
72,0,0,0,4,False,64.18,600.5,302
135,0,1,28,2,True,65.64,615.6,352
86,0,0,0,3,False,62.019999999999996,638.7,339
98,0,1,29,3,False,57.51,546.2,269
151,0,0,0,3,False,58.1,535.0999999999999,313
118,0,0,0,0,False,51.260000000000005,543.3,328
117,0,0,0,2,False,59.97,663.9999999999999,303
55,0,0,0,0,False,57.98,572.7,292
82,0,0,0,0,False,47.69,574.3,292
152,0,0,0,1,False,64.79,553.4000000000001,305
108,0,1,15,1,False,64.99,693.6999999999999,296
98,0,0,0,1,True,56.4,552.4000000000001,343
130,0,0,0,3,False,63.25999999999999,686.6,298
136,1,0,0,1,False,62.089999999999996,576.5999999999999,348
47,0,0,0,3,False,56.839999999999996,602.8,278
189,0,0,0,3,False,66.64,635.4,354
107,0,0,0,1,False,50.550000000000004,481.8,347
91,0,0,0,5,True,54.519999999999996,574.3000000000001,371
159,0,0,0,1,True,66.77,687.6,363
